campaign_id,campaign_name,channel,region,impressions,clicks,conversions,cost,revenue,start_date,end_date
1179,Summer Sale,Twitter,Europe,121410,2100,148,537.17,2257.11,2025-04-24,2025-04-28
1180,Summer Sale,LinkedIn,Australia,14896,633,22,1562.98,1994.64,2024-11-28,2024-12-09
1181,Mega Campaign,Facebook,Australia,395956,342,37,498.67,3697.71,2025-03-17,2025-03-27
1182,Winter Blast,LinkedIn,Australia,54510,4719,205,4552.83,7325.45,2025-02-10,2025-02-13
1183,Autumn Deals,Google Ads,North America,274845,2716,280,2390.66,12176.39,2025-02-14,2025-02-22
1184,Spring Promo,Facebook,Asia,114900,2908,84,4718.14,11727.44,2025-04-04,2025-04-14
1185,Winter Blast,Instagram,Africa,248775,1909,76,232.33,937.67,2025-03-25,2025-04-07
1186,Mega Campaign,Facebook,North America,370235,3245,253,3239.46,6421.61,2025-03-09,2025-03-16
1187,Mega Campaign,Instagram,South America,78573,3754,60,848.02,3676.45,2025-01-12,2025-01-20
1188,Mega Campaign,Facebook,Africa,138559,830,13,3632.78,5168.13,2024-12-16,2024-12-23
1189,Autumn Deals,Instagram,Africa,371278,3072,151,2969.88,10419.37,2024-06-28,2024-07-07
1190,Winter Blast,Facebook,Asia,234847,2637,446,4254.26,7587.42,2025-01-24,2025-02-07
1191,Autumn Deals,Instagram,Africa,319280,2657,223,3221.73,8269.47,2024-05-17,2024-05-24
1192,Mega Campaign,Facebook,Africa,89123,949,62,309.0,4628.5,2025-02-05,2025-02-16
1193,Winter Blast,LinkedIn,North America,236209,108,97,850.27,2722.7,2024-08-01,2024-08-12
1194,Summer Sale,Instagram,South America,466004,4286,425,2600.85,5985.32,2025-03-31,2025-04-14
1195,Autumn Deals,Twitter,Africa,127727,2415,158,4946.85,6254.91,2024-07-31,2024-08-08
1196,Summer Sale,Instagram,Africa,39731,921,262,1049.47,4733.92,2024-09-15,2024-09-28
1197,Winter Blast,Instagram,Asia,298322,3282,250,4922.15,6337.99,2024-06-10,2024-06-23
1198,Winter Blast,Twitter,North America,240653,1220,352,2890.62,6064.54,2024-10-10,2024-10-13
1199,Spring Promo,Google Ads,South America,255806,2557,418,3946.02,4145.63,2024-05-26,2024-06-02
1200,Mega Campaign,Twitter,Australia,413480,4042,306,3970.75,4778.92,2025-03-10,2025-03-23
1201,Autumn Deals,Instagram,Africa,333917,4243,489,1121.39,1857.16,2024-07-04,2024-07-11
1202,Winter Blast,Instagram,Australia,473345,4253,156,4938.97,10860.59,2024-06-09,2024-06-14
1203,Summer Sale,Instagram,Africa,345088,696,410,968.55,3301.64,2025-01-20,2025-02-04
1204,Autumn Deals,LinkedIn,Asia,4440,1486,108,2804.0,12143.38,2024-07-12,2024-07-18
1205,Autumn Deals,LinkedIn,North America,360225,1376,475,4356.05,10896.71,2024-07-06,2024-07-19
1206,Mega Campaign,Instagram,Africa,356681,1466,114,1637.55,7919.85,2025-04-20,2025-04-24
1207,Autumn Deals,Google Ads,Asia,203511,2398,199,1199.03,1644.44,2025-04-21,2025-05-02
1208,Summer Sale,Facebook,Australia,310392,2131,7,3205.75,9367.56,2025-01-27,2025-02-03
1209,Autumn Deals,Facebook,Australia,465023,226,62,4025.74,11356.85,2025-04-21,2025-05-02
1210,Summer Sale,LinkedIn,Asia,149917,4149,194,4805.33,11101.19,2024-10-04,2024-10-10
1211,Winter Blast,Instagram,Europe,419912,1385,443,2862.73,7552.16,2025-02-20,2025-03-06
1212,Winter Blast,Twitter,Europe,332222,2524,243,2568.46,11896.61,2025-03-28,2025-04-10
1213,Mega Campaign,Instagram,Africa,31837,2639,146,2690.88,5316.45,2025-04-21,2025-05-01
1214,Mega Campaign,Twitter,Europe,444417,3124,200,1986.14,4271.92,2025-02-02,2025-02-07
1215,Mega Campaign,Facebook,South America,162605,196,184,3460.63,3964.63,2024-08-25,2024-09-05
1216,Mega Campaign,Google Ads,Asia,44035,2224,95,3498.54,7898.68,2024-06-25,2024-06-29
1217,Spring Promo,Facebook,Australia,495979,4818,430,4015.88,10488.3,2024-11-26,2024-11-30
1218,Winter Blast,Google Ads,Africa,182132,2960,320,2000.59,9219.55,2025-04-25,2025-05-07
1219,Autumn Deals,Instagram,Europe,410194,4861,54,1365.71,10260.74,2024-07-07,2024-07-11
1220,Summer Sale,Twitter,Australia,296205,2203,298,1347.96,5633.23,2024-09-13,2024-09-21
1221,Winter Blast,Twitter,South America,310594,801,156,2393.23,9170.38,2025-02-14,2025-03-01
1222,Winter Blast,Twitter,Asia,347830,4400,324,4644.19,5617.75,2024-10-27,2024-11-03
1223,Summer Sale,Facebook,Africa,1210,952,122,4234.09,8186.28,2025-04-07,2025-04-15
1224,Mega Campaign,Facebook,Europe,426078,825,282,783.51,972.35,2025-03-05,2025-03-14
1225,Spring Promo,Twitter,Africa,100416,531,188,109.04,3309.62,2024-12-04,2024-12-10
1226,Winter Blast,Twitter,Africa,447967,1247,408,4820.14,4943.65,2024-10-09,2024-10-12
1227,Spring Promo,Instagram,North America,381168,2477,412,4380.01,13270.83,2025-03-27,2025-04-11
1228,Spring Promo,Twitter,Asia,71900,4113,129,4590.06,10489.3,2025-01-30,2025-02-06
1229,Mega Campaign,Instagram,South America,380208,3192,293,2320.02,4059.51,2025-02-06,2025-02-17
1230,Summer Sale,Google Ads,North America,226271,4739,201,815.0,7834.77,2024-11-14,2024-11-21
1231,Autumn Deals,Google Ads,Europe,305190,3843,249,3031.1,11078.83,2024-09-01,2024-09-13
1232,Spring Promo,LinkedIn,Australia,439912,2930,24,1319.65,8628.23,2024-08-16,2024-08-23
1233,Winter Blast,Instagram,North America,118656,184,118,3030.53,7657.69,2024-08-09,2024-08-22
1234,Summer Sale,Facebook,North America,358730,641,384,1803.52,4218.89,2024-12-12,2024-12-22
1235,Autumn Deals,Instagram,South America,2817,1939,366,3225.73,13120.04,2024-12-29,2025-01-04
1236,Autumn Deals,LinkedIn,South America,478535,4810,89,3021.86,3847.36,2025-02-04,2025-02-07
1237,Mega Campaign,LinkedIn,Europe,174610,3867,233,1522.62,7603.77,2025-02-23,2025-03-02
1238,Spring Promo,Twitter,Australia,331070,1103,275,2775.32,7434.29,2024-09-25,2024-10-02
1239,Summer Sale,Instagram,Africa,150195,4166,467,903.0,10009.52,2025-02-06,2025-02-17
1240,Summer Sale,Instagram,Africa,81862,473,186,633.94,3057.01,2024-10-04,2024-10-19
1241,Spring Promo,LinkedIn,Africa,94463,738,301,3995.44,5587.44,2024-05-19,2024-05-24
1242,Mega Campaign,Facebook,Australia,285736,893,80,2044.41,11941.31,2024-07-01,2024-07-16
1243,Winter Blast,LinkedIn,Asia,393495,1970,267,2267.72,4350.23,2025-04-20,2025-04-23
1244,Summer Sale,Instagram,Europe,315120,4984,351,868.55,8239.76,2024-07-19,2024-07-27
1245,Winter Blast,Facebook,South America,497606,3467,196,3053.66,11382.38,2024-10-06,2024-10-11
1246,Winter Blast,Google Ads,Africa,364126,2408,85,1012.29,9932.48,2025-04-19,2025-04-29
1247,Summer Sale,Instagram,South America,183918,3640,351,1306.56,8680.04,2024-12-21,2024-12-25
1248,Spring Promo,Google Ads,Australia,369209,4862,90,4016.43,12790.64,2024-05-05,2024-05-20
1249,Mega Campaign,Facebook,South America,486186,3342,293,2719.13,7198.53,2024-06-21,2024-07-05
1250,Summer Sale,Instagram,Australia,437387,3363,364,610.57,5845.5,2025-03-06,2025-03-09
1251,Mega Campaign,Twitter,Europe,168351,4218,400,2063.19,5131.2,2024-05-26,2024-05-29
1252,Autumn Deals,Instagram,Asia,169253,3110,240,250.9,2703.31,2024-09-11,2024-09-24
1253,Spring Promo,Facebook,Asia,243834,3966,46,1608.31,6796.3,2025-01-06,2025-01-11
1254,Spring Promo,Instagram,South America,61823,259,138,583.38,7250.19,2024-10-15,2024-10-23
1255,Summer Sale,Facebook,Africa,193541,3690,240,4640.52,14208.64,2025-03-04,2025-03-09
1256,Winter Blast,LinkedIn,Australia,300439,1825,499,172.23,5997.24,2024-12-18,2024-12-28
1257,Winter Blast,Instagram,Australia,313678,3712,373,4883.74,6223.83,2024-06-21,2024-06-25
1258,Summer Sale,Instagram,North America,456171,2607,166,2485.52,3344.55,2024-06-29,2024-07-12
1259,Mega Campaign,LinkedIn,Asia,262497,564,399,1229.36,2055.78,2025-03-21,2025-03-31
1260,Summer Sale,Instagram,Asia,149349,566,289,4986.92,9262.15,2025-02-17,2025-02-26
1261,Mega Campaign,Facebook,Asia,143689,2482,125,1143.47,5273.81,2025-03-31,2025-04-03
1262,Autumn Deals,Facebook,Australia,216378,1996,424,272.32,2044.34,2024-11-17,2024-12-02
1263,Winter Blast,Facebook,North America,283766,1780,162,3403.11,7295.26,2024-06-04,2024-06-13
1264,Winter Blast,Google Ads,South America,273459,1465,329,3981.66,10662.61,2024-09-09,2024-09-17
1265,Winter Blast,Facebook,Africa,375793,147,134,2375.73,4697.07,2024-08-04,2024-08-14
1266,Summer Sale,Google Ads,South America,65015,2804,127,1327.67,3069.48,2024-06-01,2024-06-11
1267,Mega Campaign,Instagram,North America,207968,544,132,3503.66,13025.57,2024-11-14,2024-11-24
1268,Autumn Deals,LinkedIn,Africa,113968,4603,300,132.81,5363.43,2025-01-08,2025-01-22
1269,Autumn Deals,Twitter,South America,175308,4385,277,175.36,3685.41,2025-03-04,2025-03-16
1270,Autumn Deals,Instagram,North America,188800,4373,437,171.89,2250.37,2024-09-15,2024-09-24
1271,Winter Blast,Google Ads,North America,144824,4979,436,1387.34,3026.97,2025-04-23,2025-04-30
1272,Spring Promo,Google Ads,South America,60112,3462,13,3991.4,4490.28,2024-11-09,2024-11-13
1273,Autumn Deals,LinkedIn,Australia,211664,3697,34,2755.06,5692.45,2025-05-01,2025-05-11
1274,Winter Blast,Facebook,Africa,214545,550,53,4021.39,8020.17,2024-07-31,2024-08-15
1275,Mega Campaign,Twitter,South America,409701,3612,293,4909.71,6502.47,2025-01-19,2025-01-26
1276,Autumn Deals,Twitter,South America,203517,2498,310,4270.48,7176.98,2024-11-10,2024-11-15
1277,Autumn Deals,Twitter,Asia,489051,4743,289,3275.86,8377.52,2025-01-31,2025-02-07
1278,Autumn Deals,Twitter,Asia,127675,1747,112,646.26,7255.13,2024-06-05,2024-06-09
1279,Spring Promo,Instagram,Africa,188720,2060,489,1639.83,5371.44,2025-01-11,2025-01-15
1280,Spring Promo,Facebook,Europe,127993,3651,32,2988.98,11353.33,2025-03-06,2025-03-16
1281,Spring Promo,Instagram,Asia,205042,131,31,348.53,8466.72,2024-08-07,2024-08-19
1282,Spring Promo,Facebook,Asia,131928,3377,230,2026.12,3652.1,2024-10-31,2024-11-04
1283,Winter Blast,Facebook,Asia,229350,853,150,1629.55,5437.22,2024-08-09,2024-08-18
1284,Summer Sale,Instagram,Asia,236191,2562,250,3763.84,5402.94,2025-02-02,2025-02-11
1285,Winter Blast,Facebook,South America,224692,4348,40,2264.11,2943.04,2025-03-01,2025-03-14
1286,Summer Sale,Twitter,Europe,214475,2359,78,3870.14,7832.8,2025-01-01,2025-01-09
1287,Mega Campaign,LinkedIn,North America,353671,1139,70,150.88,886.33,2025-03-31,2025-04-11
1288,Spring Promo,Twitter,Africa,173186,1424,427,548.08,4150.24,2024-11-14,2024-11-21
1289,Autumn Deals,Google Ads,Australia,489857,598,41,3136.93,4297.11,2024-11-05,2024-11-15
1290,Autumn Deals,Facebook,South America,155017,291,89,3666.49,4599.93,2024-07-13,2024-07-25
1291,Spring Promo,Google Ads,Australia,59499,1911,461,1633.58,10475.65,2024-12-04,2024-12-18
1292,Summer Sale,Facebook,Africa,24863,2784,68,2928.26,6461.48,2024-07-17,2024-07-26
1293,Autumn Deals,Instagram,Africa,15528,3204,235,1532.08,5004.7,2024-08-30,2024-09-09
1294,Summer Sale,Facebook,Europe,112170,4751,491,3396.2,8450.15,2025-01-15,2025-01-28
1295,Winter Blast,Google Ads,North America,478409,2878,39,739.36,4353.32,2024-09-10,2024-09-25
1296,Mega Campaign,Google Ads,North America,88221,4850,437,4269.19,5290.62,2024-10-25,2024-10-31
1297,Winter Blast,LinkedIn,Asia,486001,308,146,4871.53,5634.35,2024-11-05,2024-11-20
1298,Autumn Deals,Instagram,Asia,205676,652,92,2930.77,8862.16,2024-09-25,2024-10-01
1299,Autumn Deals,Instagram,Australia,46026,925,244,2746.71,8400.5,2024-05-16,2024-05-22
1300,Spring Promo,Facebook,Asia,341223,4805,59,1860.88,8100.66,2025-04-04,2025-04-14
1301,Mega Campaign,Google Ads,Asia,299467,799,383,4668.88,10731.83,2024-07-21,2024-07-25
1302,Spring Promo,Facebook,Africa,429047,1708,27,1603.71,4805.18,2025-01-07,2025-01-18
1303,Spring Promo,LinkedIn,Asia,318537,1628,384,1693.27,2969.57,2024-08-24,2024-08-28
1304,Summer Sale,Instagram,Australia,105065,2342,115,4002.12,9558.1,2025-04-25,2025-04-28
1305,Mega Campaign,Google Ads,Africa,245141,3857,178,1997.3,7811.99,2024-05-30,2024-06-05
1306,Mega Campaign,Twitter,Asia,388804,2618,192,4121.78,6402.34,2024-08-28,2024-09-09
1307,Autumn Deals,Google Ads,South America,372567,318,37,1765.31,7110.82,2024-08-20,2024-08-27
1308,Mega Campaign,Google Ads,South America,180757,592,39,3524.21,10700.05,2024-09-20,2024-10-04
1309,Summer Sale,Google Ads,Australia,393788,610,275,643.41,2856.08,2024-12-05,2024-12-08
1310,Winter Blast,Twitter,Asia,367027,1038,278,1475.4,8760.71,2025-03-25,2025-04-02
1311,Autumn Deals,Twitter,North America,348410,2231,26,4925.82,12943.26,2024-05-26,2024-05-30
1312,Winter Blast,Instagram,South America,146739,458,290,1100.98,4623.76,2025-02-12,2025-02-17
1313,Winter Blast,LinkedIn,South America,493206,1134,48,1134.23,9577.34,2024-12-17,2024-12-28
1314,Spring Promo,Instagram,Africa,262193,4812,440,465.69,8146.89,2025-01-01,2025-01-04
1315,Mega Campaign,Google Ads,Africa,448475,3043,477,4289.5,5977.13,2025-02-23,2025-02-28
1316,Summer Sale,LinkedIn,Europe,217900,4183,410,871.41,9612.74,2025-01-23,2025-02-07
1317,Winter Blast,Twitter,North America,301480,4820,134,2972.68,9345.61,2024-06-01,2024-06-08
1318,Mega Campaign,Google Ads,Asia,331499,641,382,2884.11,9300.9,2024-07-05,2024-07-16
1319,Autumn Deals,Twitter,South America,452163,2059,392,4108.47,6200.22,2024-11-30,2024-12-11
1320,Winter Blast,Twitter,Europe,27189,3640,227,3439.66,12921.57,2025-01-09,2025-01-13
1321,Mega Campaign,Instagram,Asia,329805,3154,493,4827.64,8537.0,2024-10-02,2024-10-15
1322,Spring Promo,Google Ads,Africa,54304,4053,150,278.92,6730.03,2025-02-27,2025-03-14
1323,Winter Blast,LinkedIn,Europe,115935,4523,55,1505.89,4717.67,2024-10-06,2024-10-15
1324,Summer Sale,Instagram,North America,117780,3678,243,1706.33,2808.57,2024-08-03,2024-08-15
1325,Summer Sale,Twitter,North America,150367,2617,265,3891.06,13514.17,2025-01-03,2025-01-16
1326,Spring Promo,Twitter,Asia,93120,4332,231,3206.53,6559.06,2025-01-29,2025-02-06
1327,Winter Blast,Instagram,South America,176009,1426,280,3595.9,4619.46,2025-03-02,2025-03-08
1328,Winter Blast,Facebook,Africa,220600,3172,359,4321.05,11871.73,2025-02-24,2025-03-07
1329,Winter Blast,Google Ads,Africa,192066,3424,339,1604.56,8274.85,2024-06-27,2024-07-01
1330,Summer Sale,Google Ads,Africa,319057,4718,244,3243.17,9727.11,2025-03-22,2025-04-02
1331,Spring Promo,Facebook,Europe,116683,1554,369,2718.75,4661.39,2025-05-03,2025-05-15
1332,Spring Promo,LinkedIn,Africa,253416,628,30,2230.5,11732.15,2025-01-08,2025-01-15
1333,Autumn Deals,Twitter,Asia,169885,1882,320,2944.82,5267.27,2025-04-10,2025-04-15
1334,Autumn Deals,Facebook,Australia,92302,1476,17,1292.63,5108.42,2024-07-09,2024-07-18
1335,Spring Promo,Google Ads,South America,173719,3032,202,3592.58,4371.54,2024-06-13,2024-06-28
1336,Summer Sale,Instagram,Europe,297624,2342,291,2911.96,8815.6,2025-03-08,2025-03-14
1337,Spring Promo,Facebook,Europe,259452,340,266,4825.52,6063.43,2024-05-13,2024-05-23
1338,Autumn Deals,LinkedIn,Africa,260630,1283,473,1426.63,6163.07,2024-05-09,2024-05-23
1339,Summer Sale,LinkedIn,Australia,106831,1378,455,4754.29,10415.7,2024-07-23,2024-08-06
1340,Summer Sale,Facebook,Africa,187581,831,89,4163.07,7643.91,2025-01-06,2025-01-10
1341,Winter Blast,Instagram,Africa,133460,715,305,1797.52,4093.17,2025-02-19,2025-03-05
1342,Spring Promo,Twitter,Africa,85306,4733,236,2000.08,6217.98,2025-03-06,2025-03-14
1343,Winter Blast,LinkedIn,Africa,478612,2002,242,2502.22,11811.31,2024-06-23,2024-06-27
1344,Mega Campaign,Twitter,North America,361093,3586,225,3711.4,7266.25,2025-04-15,2025-04-18
1345,Autumn Deals,Twitter,Africa,69614,1394,374,2262.38,8588.36,2025-03-17,2025-03-20
1346,Summer Sale,Google Ads,South America,197836,4689,316,4267.25,5773.54,2025-04-06,2025-04-18
1347,Mega Campaign,Twitter,Australia,390918,274,36,737.48,9992.73,2024-07-22,2024-08-05
1348,Winter Blast,Facebook,Australia,119880,2161,445,1988.16,8399.92,2025-05-01,2025-05-12
1349,Mega Campaign,Google Ads,Australia,235286,4027,70,261.99,6271.34,2025-03-11,2025-03-16
1350,Autumn Deals,Instagram,Asia,371423,4633,292,2378.06,7773.77,2024-07-10,2024-07-15
1351,Mega Campaign,LinkedIn,Europe,268171,4081,452,4846.48,9905.86,2024-11-15,2024-11-23
1352,Mega Campaign,Instagram,Africa,157351,1837,54,742.54,5616.35,2025-03-10,2025-03-14
1353,Winter Blast,LinkedIn,Africa,446021,3099,127,2214.73,4398.58,2025-01-05,2025-01-12
1354,Autumn Deals,Twitter,Australia,204396,4596,311,3050.3,11338.78,2024-08-19,2024-08-29
1355,Spring Promo,Instagram,Asia,244547,1782,88,2029.99,9582.64,2025-01-22,2025-01-29
1356,Spring Promo,LinkedIn,North America,452583,2074,147,156.23,1399.96,2024-07-28,2024-08-10
1357,Spring Promo,Twitter,Australia,465897,3200,245,2867.14,11354.15,2025-05-04,2025-05-16
1358,Summer Sale,LinkedIn,Australia,319541,454,375,1714.74,8403.67,2024-06-15,2024-06-21
1359,Mega Campaign,LinkedIn,Australia,117758,4483,23,1051.56,9426.91,2024-12-06,2024-12-20
1360,Mega Campaign,Google Ads,Asia,429026,3918,181,3299.6,12874.3,2025-04-10,2025-04-15
1361,Summer Sale,Google Ads,North America,267313,4826,452,2118.68,8244.14,2024-06-08,2024-06-21
1362,Winter Blast,Twitter,Asia,197562,3549,387,552.21,7196.22,2025-01-10,2025-01-22
1363,Mega Campaign,Google Ads,Africa,181818,3546,437,4594.49,14407.03,2025-01-04,2025-01-18
1364,Summer Sale,Facebook,Australia,223095,3272,414,3345.64,5996.67,2024-11-30,2024-12-03
1365,Mega Campaign,Facebook,Africa,160499,438,226,2564.71,11824.25,2025-01-04,2025-01-15
1366,Summer Sale,Google Ads,North America,158019,1286,118,495.97,9978.47,2024-07-03,2024-07-18
1367,Autumn Deals,LinkedIn,South America,401008,1830,483,2765.15,5500.52,2024-05-15,2024-05-27
1368,Mega Campaign,Twitter,Africa,213460,3546,381,214.83,6164.63,2024-07-22,2024-07-26
1369,Summer Sale,LinkedIn,Europe,151410,4185,198,3363.89,12512.89,2024-11-20,2024-12-04
1370,Spring Promo,LinkedIn,South America,212246,2214,207,4548.32,4985.14,2024-08-21,2024-08-30
1371,Spring Promo,Twitter,North America,171641,1406,411,4489.18,4669.16,2025-02-15,2025-02-27
1372,Spring Promo,Twitter,North America,159721,3418,135,877.85,3183.59,2025-02-09,2025-02-12
1373,Summer Sale,Facebook,North America,410408,128,103,4375.35,7842.22,2024-06-07,2024-06-14
1374,Winter Blast,Twitter,Africa,389214,199,29,1986.0,8319.33,2024-09-09,2024-09-22
1375,Winter Blast,Twitter,North America,283648,342,325,3162.29,7335.93,2025-04-12,2025-04-21
1376,Mega Campaign,LinkedIn,Asia,83648,3124,380,153.35,5763.22,2024-09-17,2024-09-25
1377,Mega Campaign,Facebook,North America,284863,2732,186,4727.06,6592.82,2024-05-29,2024-06-10
1378,Spring Promo,LinkedIn,Europe,317715,225,74,2742.42,10706.74,2024-05-13,2024-05-21
1379,Winter Blast,Google Ads,South America,323376,138,79,1315.55,9362.84,2024-11-20,2024-11-30
1380,Autumn Deals,Google Ads,Europe,230345,1019,330,1019.22,7242.92,2024-07-04,2024-07-08
1381,Spring Promo,Twitter,Africa,420308,4574,399,1157.19,5149.35,2024-10-28,2024-11-01
1382,Mega Campaign,Instagram,Europe,199311,4173,204,2643.86,7954.41,2025-02-10,2025-02-20
1383,Spring Promo,Google Ads,Asia,9171,3887,295,1370.24,9765.17,2024-12-14,2024-12-22
1384,Mega Campaign,Facebook,Europe,127372,4087,405,3237.26,6088.39,2024-07-19,2024-07-31
1385,Mega Campaign,Facebook,North America,44134,428,324,948.53,6357.08,2025-01-19,2025-01-31
1386,Summer Sale,Twitter,South America,57431,1009,233,910.75,8240.9,2024-09-08,2024-09-18
1387,Mega Campaign,LinkedIn,South America,259061,2613,495,2821.24,9815.16,2024-08-02,2024-08-14
1388,Spring Promo,Facebook,Europe,77793,3476,26,3029.46,9465.73,2025-03-18,2025-03-31
1389,Spring Promo,Facebook,Africa,123210,2981,186,2571.75,6159.88,2025-03-24,2025-04-06
1390,Autumn Deals,Twitter,Europe,114348,1399,179,4859.06,12492.12,2025-04-18,2025-05-03
1391,Mega Campaign,Instagram,Africa,166622,4471,185,539.01,10134.8,2025-03-02,2025-03-10
1392,Mega Campaign,Google Ads,Europe,368608,2758,59,407.41,9891.6,2024-11-13,2024-11-17
1393,Autumn Deals,Twitter,Australia,143489,727,53,177.69,2282.68,2024-07-28,2024-08-08
1394,Autumn Deals,Facebook,Australia,79636,572,157,726.6,8039.66,2024-05-14,2024-05-21
1395,Summer Sale,LinkedIn,South America,44624,4000,490,2429.55,2517.34,2025-03-09,2025-03-15
1396,Autumn Deals,Instagram,North America,371562,495,85,4741.35,10268.05,2025-02-28,2025-03-04
1397,Winter Blast,Google Ads,Africa,231958,273,109,4701.95,12178.81,2025-02-21,2025-02-27
1398,Winter Blast,Facebook,Australia,362622,291,25,4227.52,9387.79,2024-11-13,2024-11-20
1399,Winter Blast,Twitter,Australia,425203,369,172,3095.22,10325.11,2024-08-16,2024-08-27
1400,Mega Campaign,Twitter,North America,23751,1306,274,2721.82,8447.06,2024-10-06,2024-10-10
1401,Mega Campaign,Twitter,Australia,339458,3667,470,4294.02,6451.95,2024-11-10,2024-11-19
1402,Spring Promo,Facebook,Australia,485119,3043,135,2948.57,12405.41,2025-02-05,2025-02-17
1403,Spring Promo,Facebook,Australia,261922,1701,279,4709.34,7328.06,2024-06-14,2024-06-23
1404,Spring Promo,Twitter,Europe,177020,3480,265,3158.91,9554.2,2024-11-08,2024-11-13
1405,Winter Blast,Instagram,South America,264954,1188,225,2939.41,12055.53,2024-06-22,2024-07-01
1406,Mega Campaign,Google Ads,North America,303105,2591,303,1313.11,6831.77,2024-05-27,2024-06-10
1407,Autumn Deals,Instagram,Australia,256904,3668,362,1353.78,8942.54,2024-09-23,2024-09-30
1408,Mega Campaign,LinkedIn,South America,159213,4758,341,2295.51,10172.73,2024-12-09,2024-12-17
1409,Summer Sale,Google Ads,Australia,445633,3882,470,216.8,8936.43,2024-10-12,2024-10-16
1410,Autumn Deals,LinkedIn,Asia,318342,1704,316,4195.28,8836.34,2024-10-10,2024-10-22
1411,Spring Promo,LinkedIn,North America,397826,1892,477,1032.71,5488.96,2025-04-21,2025-04-27
1412,Autumn Deals,Facebook,Europe,392590,2846,18,2069.78,12063.28,2024-08-08,2024-08-22
1413,Winter Blast,Google Ads,South America,310096,4169,417,4276.71,8031.99,2024-09-12,2024-09-23
1414,Summer Sale,Twitter,Australia,339838,1111,109,3158.18,11971.58,2024-09-11,2024-09-26
1415,Autumn Deals,Instagram,North America,471483,3007,294,2122.49,10119.05,2024-11-13,2024-11-27
1416,Mega Campaign,Twitter,Europe,111970,4102,466,2292.94,5461.65,2024-12-13,2024-12-19
1417,Summer Sale,Instagram,South America,431590,4078,10,2418.06,4303.23,2025-04-26,2025-05-03
1418,Winter Blast,Facebook,Asia,473769,1363,462,3389.27,5409.75,2024-08-16,2024-08-20
1419,Spring Promo,LinkedIn,Europe,103702,3843,440,2478.55,4649.12,2025-02-20,2025-02-23
1420,Mega Campaign,Facebook,South America,414044,1245,110,1236.06,5621.01,2024-07-21,2024-08-03
1421,Spring Promo,Twitter,Europe,145409,2237,286,2085.23,3825.45,2024-05-15,2024-05-30
1422,Spring Promo,Instagram,Australia,2948,905,266,3300.39,8112.74,2024-12-05,2024-12-08
1423,Autumn Deals,Instagram,North America,141303,4180,313,1805.33,6334.8,2025-04-17,2025-04-20
1424,Autumn Deals,Instagram,Asia,32111,833,435,818.79,4398.93,2025-04-03,2025-04-10
1425,Autumn Deals,Google Ads,Europe,72499,4580,497,1667.14,9041.57,2025-04-09,2025-04-18
1426,Summer Sale,Instagram,South America,15086,2212,458,1249.22,4708.29,2024-08-30,2024-09-10
1427,Mega Campaign,Twitter,Australia,454407,2860,6,4481.03,7245.32,2024-11-27,2024-12-11
1428,Winter Blast,Instagram,Africa,43926,4213,494,4901.2,8966.66,2024-05-14,2024-05-26
1429,Spring Promo,Twitter,Asia,21313,4162,453,4242.27,4308.89,2024-10-12,2024-10-18
1430,Autumn Deals,Instagram,Europe,338219,4523,122,2231.0,10667.13,2025-04-25,2025-05-09
1431,Summer Sale,Google Ads,Europe,4700,3072,158,662.71,10556.74,2025-03-13,2025-03-28
1432,Summer Sale,Google Ads,North America,369530,3574,267,2438.32,6816.4,2025-02-24,2025-03-10
1433,Spring Promo,Google Ads,Africa,139008,495,28,3548.17,4561.91,2024-05-25,2024-06-08
1434,Summer Sale,Twitter,Europe,184430,2188,227,4747.95,4917.29,2024-09-08,2024-09-22
1435,Winter Blast,Facebook,North America,56963,2216,442,4023.6,8511.47,2024-06-10,2024-06-13
1436,Spring Promo,LinkedIn,Asia,202325,3124,138,2993.32,4204.96,2024-10-19,2024-10-22
1437,Summer Sale,LinkedIn,South America,164588,3332,53,4382.5,11060.82,2024-08-15,2024-08-21
1438,Winter Blast,Twitter,Africa,177219,4959,379,4955.85,7087.08,2025-03-07,2025-03-22
1439,Mega Campaign,Google Ads,Australia,475863,799,290,3488.84,12508.76,2025-02-11,2025-02-26
1440,Summer Sale,Facebook,Asia,255552,3897,308,3434.64,8689.26,2024-10-24,2024-11-01
1441,Winter Blast,Facebook,Asia,68355,348,314,4101.79,10200.06,2024-10-22,2024-11-05
1442,Spring Promo,Instagram,Asia,299313,1433,361,4198.52,9271.74,2024-07-05,2024-07-09
1443,Winter Blast,Facebook,Australia,92737,682,159,4440.77,5964.96,2024-09-01,2024-09-11
1444,Spring Promo,Instagram,South America,350799,833,282,799.31,6863.89,2025-03-06,2025-03-13
1445,Autumn Deals,Twitter,North America,178353,4439,452,3240.36,6502.52,2024-07-31,2024-08-13
1446,Summer Sale,Twitter,South America,133419,4982,470,2508.15,10079.81,2025-04-19,2025-04-24
1447,Winter Blast,Instagram,Australia,100366,1568,77,4039.48,7315.86,2025-03-19,2025-03-24
1448,Summer Sale,Twitter,Europe,498413,4247,479,3469.39,12618.76,2024-09-10,2024-09-24
1449,Winter Blast,Facebook,Europe,279671,2197,475,3858.34,12594.2,2025-02-13,2025-02-20
1450,Summer Sale,LinkedIn,Asia,26519,3807,217,3219.93,13098.5,2025-03-02,2025-03-06
